TIDM,Issuer Name,Instrument Name,ISIN,MiFIR Identifier Code,ICB Industry,ICB Super-Sector Name,Start Date,Country of Incorporation,Trading Currency,Security Mkt Cap (in £m),LSE Market,FCA Listing Category,Market Segment Code,Market Sector Code
IPU,INVESCO PERPETUAL UK SMALLER COMPANIES INVESTMENT TRUST PLC,ORD 20P,GB00B1FL3C76,SHRS,Financials,Financial Services,07/12/2006,United Kingdom,GBX,£170.83,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
46HA,INVESTEC INVESTMENT TRUST PLC,3 1/2% CUM PRF STK,GB0004057468,SHRS,,,28/06/2002,United Kingdom,GBP,,MAIN MARKET,Standard Shares,MISL,STBL
47HA,INVESTEC INVESTMENT TRUST PLC,5% CUM PRF STK #1,GB0004058433,SHRS,,,28/06/2002,United Kingdom,GBX,,MAIN MARKET,Standard Shares,MISL,STBL
INVP,INVESTEC PLC,ORD GBP0.0002,GB00B17BBQ50,SHRS,Financials,Financial Services,04/09/2006,United Kingdom,GBX,"£3,664.02",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
INVR,INVESTEC PLC,"NON-RED,NON-CUM,NON-PART PRF SHS 1P",GB00B19RX541,SHRS,Financials,Financial Services,12/07/2007,United Kingdom,GBX,£16.19,ADMISSION TO TRADING ONLY,,SSX3,SQNL
INV,INVESTMENT COMPANY PLC,ORD 50P,GB0004658257,SHRS,Financials,Financial Services,16/09/1999,United Kingdom,GBX,£15.32,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
IOF,IOFINA PLC,ORD 1P,GB00B2QL5C79,SHRS,Oil & Gas,Oil & Gas,17/03/2009,United Kingdom,GBX,£25.04,AIM,,AMSM,ASM8
IOM,IOMART GROUP PLC,ORD 1P,GB0004281639,SHRS,Technology,Technology,21/06/2006,United Kingdom,GBX,£409.75,AIM,,AMSM,AE50
IPO,IP GROUP PLC,ORD 2P,GB00B128J450,SHRS,Financials,Financial Services,19/06/2006,United Kingdom,GBX,"£1,349.22",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
IQE,IQE PLC,ORD 1P,GB0009619924,SHRS,Technology,Technology,30/09/2003,United Kingdom,GBX,£807.46,AIM,,AMSM,AS50
IRF,IRF EUROPEAN FINANCE INVESTMENTS LTD,COM SHS USD0.0015 (DI),BMG493831058,SHRS,Financials,Financial Services,02/04/2007,Bermuda,USD,£0.16,MAIN MARKET - SFS,,SFM2,SFQQ
ICGC,IRISH CONTINENTAL GROUP PLC,UTS (COMP 1 ORD EUR0.065 & UP TO 10 RED),IE00BLP58571,SHRS,Consumer Services,Travel & Leisure,10/06/2014,Ireland,EUR,£969.51,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON15
IRR,IRONRIDGE RESOURCES LIMITED,ORD NPV (DI),AU0000XINEX3,SHRS,Basic Materials,Basic Resources,12/02/2015,Australia,GBX,£77.36,AIM,,ASQ1,AMQ1
IRON,IRONVELD PLC,ORD 1P,GB0030426455,SHRS,Basic Materials,Basic Resources,21/06/2006,United Kingdom,GBX,£11.64,AIM,,ASX1,AIMP
ITX,ITACONIX PLC,ORD 1P,GB00B84LVH87,SHRS,Basic Materials,Chemicals,10/07/2012,United Kingdom,GBX,£14.37,AIM,,ASQ1,AMQ1
ITE,ITE GROUP PLC,ORD 1P,GB0002520509,SHRS,Consumer Services,Media,18/06/2007,United Kingdom,GBX,£464.78,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
ITM,ITM POWER PLC,ORD 5P,GB00B0130H42,SHRS,Oil & Gas,Oil & Gas,13/12/2005,United Kingdom,GBX,£119.40,AIM,,AMSM,ASM8
ITV,ITV PLC,ORD 10P,GB0033986497,SHRS,Consumer Services,Media,22/09/2008,United Kingdom,GBX,"£6,722.43",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
IWG,IWG PLC,ORD 1P,JE00BYVQYS01,SHRS,Industrials,Industrial Goods & Services,19/12/2016,Jersey,GBX,"£2,417.94",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
IXI,IXICO PLC,ORD 1P,GB00BCLY7L40,SHRS,Health Care,Healthcare,04/09/2013,United Kingdom,GBX,£10.17,AIM,,ASQ1,AMQ1
JTWO,J2 ACQUISITION LIMITED,ORD NPV (DI),VGG498941019,SHRS,Financials,Financial Services,10/10/2017,British Virgin Islands,USD,£812.81,MAIN MARKET,Standard Shares,SSMU,SMEV
JPJ,JACKPOTJOY PLC,ORD GBP0.10,GB00BZ14BX56,SHRS,Consumer Services,Travel & Leisure,25/01/2017,United Kingdom,GBX,£158.47,MAIN MARKET,Standard Shares,SSMU,SMEV
JHD,JAMES HALSTEAD PLC,ORD 5P,GB00B0LS8535,SHRS,Industrials,Construction & Materials,27/02/2006,United Kingdom,GBX,£894.29,AIM,,AMSM,AS50
JHDA,JAMES HALSTEAD PLC,5.5% CUM PRF #1,GB0004053483,SHRS,Industrials,Construction & Materials,11/03/2002,United Kingdom,GBX,,AIM,,ASXN,AIMN
JAN,JANGADA MINES PLC,ORD GBP0.0004,GB00BZ11WQ61,SHRS,Basic Materials,Basic Resources,29/06/2017,United Kingdom,GBX,£10.01,AIM,,ASQ1,AMQ1
JLT,JARDINE LLOYD THOMPSON GROUP PLC,ORD 5P,GB0005203376,SHRS,Financials,Insurance,31/10/2003,United Kingdom,GBX,"£2,952.63",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
JAR,JARDINE MATHESON HOLDINGS LD,ORD US$0.25(SINGAPORE REG),BMG507361001,SHRS,Industrials,Industrial Goods & Services,27/09/2004,Bermuda,USD,"£31,842.64",MAIN MARKET,Standard Shares,SSX4,SXSN
JARB,JARDINE MATHESON HOLDINGS LD,ORD US$0.25(BERMUDA REG),BMG507361001,SHRS,Industrials,Industrial Goods & Services,03/11/2004,Bermuda,USD,"£34,314.47",MAIN MARKET,Standard Shares,SSX4,SXSN
JARJ,JARDINE MATHESON HOLDINGS LD,ORD US$0.25(JERSEY REG),BMG507361001,SHRS,Industrials,Industrial Goods & Services,03/11/2004,Bermuda,USD,,MAIN MARKET,Standard Shares,SSX4,SXSN
88EI,JARDINE STRATEGIC HOLDINGS LD,ORD US$0.05(JERSEY REG),BMG507641022,SHRS,Industrials,Industrial Goods & Services,14/08/1998,Bermuda,USD,,MAIN MARKET,Standard Shares,SSX4,SXSN
JDS,JARDINE STRATEGIC HOLDINGS LD,ORD US$0.05(SINGAPORE REG),BMG507641022,SHRS,Industrials,Industrial Goods & Services,27/09/2004,Bermuda,USD,"£26,803.92",MAIN MARKET,Standard Shares,SSX4,SXSN
JDSB,JARDINE STRATEGIC HOLDINGS LD,ORD US$0.05(BERMUDA REG),BMG507641022,SHRS,Industrials,Industrial Goods & Services,03/11/2004,Bermuda,USD,"£21,789.15",MAIN MARKET,Standard Shares,SSX4,SXSN
JIM,JARVIS SECURITIES PLC,ORD 1P,GB00B013J330,SHRS,Financials,Financial Services,21/12/2005,United Kingdom,GBX,£58.37,AIM,,ASX1,AIMP
JWNG,JAYWING PLC,ORD 5P,GB00BF5KDY46,SHRS,Consumer Services,Media,13/09/2017,United Kingdom,GBX,£22.59,AIM,,ASX1,AIMP
JD.,JD SPORTS FASHION PLC,ORD 0.25P,GB00BYX91H57,SHRS,Consumer Services,Retail,28/11/2016,United Kingdom,GBX,"£3,563.98",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
JEL,JERSEY ELECTRICITY PLC,'A'ORD 5P,JE00B43SP147,SHRS,Utilities,Utilities,23/05/2005,Jersey,GBX,£58.32,MAIN MARKET,Premium Equity Commercial Companies,SSX3,SQNC
JOG,JERSEY OIL AND GAS PLC,ORD 1P,GB00BYN5YK77,SHRS,Oil & Gas,Oil & Gas,17/08/2015,United Kingdom,GBX,£44.20,AIM,,ASQ1,AMQ1
JKX,JKX OIL & GAS PLC,ORD 10P,GB0004697420,SHRS,Oil & Gas,Oil & Gas,20/03/2006,United Kingdom,GBX,£30.05,MAIN MARKET,Premium Equity Commercial Companies,SSQ3,SQQ3
JLEN,JOHN LAING ENVIRONMENTAL ASSETS GROUP LIMITED,ORD NPV,GG00BJL5FH87,SHRS,Financials,Financial Services,31/03/2014,Guernsey,GBX,£403.08,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
JLG,JOHN LAING GROUP PLC,ORD 10P,GB00BVC3CB83,SHRS,Financials,Financial Services,17/02/2015,United Kingdom,GBX,"£1,042.17",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
JLIF,JOHN LAING INFRASTRUCTURE FUND LIMITED,ORD 0.01P,GG00B4ZWPH08,SHRS,Financials,Financial Services,29/11/2010,Guernsey,GBX,"£1,173.41",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
JLH,JOHN LEWIS OF HUNGERFORD PLC,ORD 0.1P,GB0004773148,SHRS,Consumer Goods,Personal & Household Goods,22/06/2005,United Kingdom,GBX,£1.96,AIM,,ASX1,AIMP
JMAT,JOHNSON MATTHEY PLC,ORD 110 49/53P,GB00BZ4BQC70,SHRS,Basic Materials,Chemicals,11/01/2016,United Kingdom,GBX,"£6,696.26",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
JSG,JOHNSON SERVICE GROUP PLC,ORD 10P,GB0004762810,SHRS,Industrials,Industrial Goods & Services,08/07/2005,United Kingdom,GBX,£513.10,AIM,,AMSM,AS50
JPR,JOHNSTON PRESS PLC,ORD 1P,GB00BRK8Y334,SHRS,Consumer Services,Media,13/11/2014,United Kingdom,GBX,£11.20,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON15
JOUL,JOULES GROUP PLC,ORD 1P,GB00BZ059357,SHRS,Consumer Services,Retail,26/05/2016,United Kingdom,GBX,£287.00,AIM,,AMSM,ASM7
JPEL,JPEL PRIVATE EQUITY LIMITED,USD EQTY SHS NPV,GG00BD25J512,SHRS,,,14/12/2017,Guernsey,USD,£226.21,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
JAM,JPMORGAN AMERICAN INVESTMENT TRUST PLC,ORD 5P,GB00BKZGVH64,SHRS,Financials,Financial Services,08/05/2014,United Kingdom,GBX,£938.65,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
JAI,JPMORGAN ASIAN INVESTMENT TRUST PLC,ORD 25P,GB0001320778,SHRS,Financials,Financial Services,09/02/2006,United Kingdom,GBX,£352.81,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JPB,JPMORGAN BRAZIL INVESTMENT TRUST PLC,ORD 1P,GB00B602HS43,SHRS,Financials,Financial Services,26/04/2010,United Kingdom,GBX,£23.89,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
JMC,JPMORGAN CHINESE INVESTMENT TRUST PLC,ORD 25P,GB0003435012,SHRS,Financials,Financial Services,18/12/2007,United Kingdom,GBX,£245.77,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JCH,JPMORGAN CLAVERHOUSE INVESTMENT TRUST PLC,ORD 25P,GB0003422184,SHRS,Financials,Financial Services,08/07/2005,United Kingdom,GBX,£405.92,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JPE,JPMORGAN ELECT PLC,MANAGED GROWTH SHS 0.00433405P,GB0008528142,SHRS,Financials,Financial Services,15/01/2004,United Kingdom,GBX,£268.05,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
JPEC,JPMORGAN ELECT PLC,MANAGED CASH SHS 0.001P,GB0034080092,SHRS,Financials,Financial Services,19/01/2004,United Kingdom,GBX,£5.00,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
JPEI,JPMORGAN ELECT PLC,MANAGED INC SHS 0.001P,GB0034080217,SHRS,Financials,Financial Services,19/01/2004,United Kingdom,GBX,£84.04,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
JMG,JPMORGAN EMERGING MARKETS INVESTMENT TRUST PLC,ORD 25P,GB0003418950,SHRS,Financials,Financial Services,08/07/2005,United Kingdom,GBX,"£1,137.26",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
JETG,JPMORGAN EUROPEAN INVESTMENT TRUST PLC,GWTH SHS 5P,GB00B18JK166,SHRS,Financials,Financial Services,02/08/2006,United Kingdom,GBX,£252.41,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JETI,JPMORGAN EUROPEAN INVESTMENT TRUST PLC,INC SHS 2.5P,GB00B17XWW44,SHRS,Financials,Financial Services,02/08/2006,United Kingdom,GBX,£163.16,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JESC,JPMORGAN EURO SMALL CO. TRUST PLC,ORD 5P,GB00BMTS0Z37,SHRS,Financials,Financial Services,23/07/2014,United Kingdom,GBX,£694.35,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JGCI,JPMORGAN GLOBAL CONVERTIBLES INCOME FUND LIMITED,ORD NPV,GG00B96SW597,SHRS,Financials,Financial Services,11/06/2013,Guernsey,GBX,£166.68,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JEMI,JPMORGAN GLOBAL EMERGING MARKETS INCOME TRUST PLC,ORD 1P,GB00B5ZZY915,SHRS,Financials,Financial Services,29/07/2010,United Kingdom,GBX,£411.05,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JPGI,JPMORGAN GLOBAL GROWTH & INCOME PLC,ORD 5P,GB00BYMKY695,SHRS,Financials,Financial Services,08/01/2016,United Kingdom,GBX,£414.02,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JPI,JPMORGAN INCOME & CAPITAL TRUST PLC,ORD 1P,GB00B2NBJ068,SHRS,Financials,Financial Services,03/03/2008,United Kingdom,GBX,£68.90,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
JPIU,JPMORGAN INCOME & CAPITAL TRUST PLC,UNITS (COMP 2 ORD 1P & 1 ZDP 1P),GB00B2NBJ407,SHRS,Financials,Financial Services,03/03/2008,United Kingdom,GBX,£49.10,MAIN MARKET,,SSQ3,SQQ3
JPIZ,JPMORGAN INCOME & CAPITAL TRUST PLC,ZERO DIV PREF SHS 1P,GB00B2NBJ282,SHRS,Financials,Financial Services,03/03/2008,United Kingdom,GBX,£88.33,MAIN MARKET,Standard Shares,SSQ3,SQS3
JII,JPMORGAN INDIAN INVESTMENT TRUST PLC,ORD 25P,GB0003450359,SHRS,Financials,Financial Services,08/07/2005,United Kingdom,GBX,£797.03,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
JFJ,JPMORGAN JAPANESE INVESTMENT TRUST PLC,ORD 25P,GB0001740025,SHRS,Financials,Financial Services,13/01/2004,United Kingdom,GBX,£733.68,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JPS,JPMORGAN JAPAN SMALLER CO TST PLC,ORD 10P,GB0003165817,SHRS,Financials,Financial Services,02/12/2005,United Kingdom,GBX,£238.81,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JPSS,JPMORGAN JAPAN SMALLER CO TST PLC,SUB SHS 0.1P,GB00BSFWJ549,SHRS,Financials,Financial Services,16/12/2014,United Kingdom,GBX,£3.51,MAIN MARKET,Standard Shares,SSX4,SXSN
JMF,JPMORGAN MID CAPITAL INVESTMENT TRUST PLC,ORD 25P,GB0002357613,SHRS,Financials,Financial Services,08/07/2005,United Kingdom,GBX,£285.75,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JRS,JPMORGAN RUSSIAN SECURITIES PLC,ORD 1P,GB0032164732,SHRS,Financials,Financial Services,03/03/2006,United Kingdom,GBX,£291.42,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JMI,JPMORGAN SMALLER COMPANIES INVESTMENT TRUST PLC,ORD 25P,GB0007416000,SHRS,Financials,Financial Services,02/12/2005,United Kingdom,GBX,£189.67,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JUSC,JPMORGAN US SMALLER CO. INV TST PLC,ORD 2.5P,GB00BJL5F346,SHRS,Financials,Financial Services,06/03/2014,United Kingdom,GBX,£165.51,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JLP,JUBILEE METALS GROUP PLC,ORD 1P,GB0031852162,SHRS,Basic Materials,Basic Resources,23/09/2004,United Kingdom,GBX,£41.16,AIM,,ASQ1,AMQ1
JDG,JUDGES SCIENTIFIC PLC,ORD 5P,GB0032398678,SHRS,Industrials,Industrial Goods & Services,21/12/2005,United Kingdom,GBX,£140.63,AIM,,ASX1,AIMP
JEFI,JUPITER EMERGING & FRONTIER INCOME TRUST PLC,RED ORD GBP0.01,GB00BDR05757,SHRS,Financials,Financial Services,15/05/2017,United Kingdom,GBX,£105.84,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
JEO,JUPITER EUROPEAN OPPORTUNITIES TRUST PLC,ORD 1P,GB0000197722,SHRS,Financials,Financial Services,02/12/2005,United Kingdom,GBX,£842.77,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25T
JUP,JUPITER FUND MANAGEMENT PLC,ORD 2P,GB00B53P2009,SHRS,Financials,Financial Services,16/06/2010,United Kingdom,GBX,"£2,707.75",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
JGC,JUPITER GREEN INVESTMENT TRUST PLC,ORD 0.1P,GB00B120GL77,SHRS,Financials,Financial Services,20/03/2007,United Kingdom,GBX,£40.21,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
JUKG,JUPITER UK GROWTH INVESTMENT TRUST PLC,ORD 5P,GB00BFD3V961,SHRS,Financials,Financial Services,22/11/2013,United Kingdom,GBX,£63.71,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON15
JUS,JUPITER US SMALLER COMPANIES PLC,ORD 25P,GB0003463402,SHRS,Financials,Financial Services,02/12/2005,United Kingdom,GBX,£147.04,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
JIL,JURIDICA INVESTMENTS LIMITED,ORD NPV,GG00B29LSW52,SHRS,Financials,Financial Services,21/12/2007,Guernsey,GBX,£12.41,AIM,,ASX1,AIMP
JE.,JUST EAT PLC,ORD 1P,GB00BKX5CN86,SHRS,Consumer Services,Retail,08/04/2014,United Kingdom,GBX,"£5,542.99",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
JUST,JUST GROUP PLC,ORD 10P,GB00BCRX1J15,SHRS,Financials,Insurance,15/11/2013,United Kingdom,GBX,"£1,377.44",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
JZCP,JZ CAPITAL PARTNERS LIMITED,ORD NPV,GG00B403HK58,SHRS,Financials,Financial Services,23/06/2009,Guernsey,GBX,£298.44,MAIN MARKET - SFS,,SFM2,SFQQ
JZCZ,JZ CAPITAL PARTNERS LIMITED,ZERO DIV PREF SHS NPV (2022),GG00BZ0RY036,SHRS,Financials,Financial Services,01/10/2015,Guernsey,GBX,£51.44,MAIN MARKET - SFS,,SFM2,SFQQ
KBT,K3 BUSINESS TECHNOLOGY GROUP PLC,ORD 25P,GB00B00P6061,SHRS,Technology,Technology,29/04/2004,United Kingdom,GBX,£75.80,AIM,,ASX1,AIMP
K3C,K3 CAPITAL GROUP PLC,ORD 1P,GB00BF1HPD20,SHRS,Industrials,Industrial Goods & Services,11/04/2017,United Kingdom,GBX,£97.08,AIM,,ASQ1,AMQ1
KNOS,KAINOS GROUP PLC,ORD 0.5P,GB00BZ0D6727,SHRS,Technology,Technology,10/07/2015,United Kingdom,GBX,£412.84,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
KAKU,KAKUZI LD,STK KES5,KE0000000281,SHRS,,,16/03/2006,Kenya,GBX,£18.13,MAIN MARKET,Standard Shares,SSX4,SXSN
KDR,KARELIAN DIAMOND RESOURCES PLC,ORD EUR0.00025,IE00BD09HK61,SHRS,Basic Materials,Basic Resources,22/12/2017,Ireland,GBX,£1.46,AIM,,ASX1,AIMP
KAT,KATORO GOLD PLC,ORD GBP0.01,GB00BSNBL022,SHRS,Basic Materials,Basic Resources,27/04/2015,United Kingdom,GBX,£2.45,AIM,,ASQ1,AMQ1
KAZ,KAZ MINERALS PLC,ORD 20P,GB00B0HZPV38,SHRS,Basic Materials,Basic Resources,19/12/2005,United Kingdom,GBX,"£3,656.90",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
KCOM,KCOM GROUP PLC,ORD 10P,GB0007448250,SHRS,Telecommunications,Telecommunications,19/09/2005,United Kingdom,GBX,£454.61,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
KCR,KCR RESIDENTIAL REIT PLC,ORD 10P,GB00BYWK1Q82,SHRS,Financials,Real Estate,27/11/2017,United Kingdom,GBX,£3.27,AIM,,ASQ1,AMQ1
KEFI,KEFI MINERALS PLC,ORD 1.7P,GB00BD8GP619,SHRS,Basic Materials,Basic Resources,02/03/2017,United Kingdom,GBX,£12.03,AIM,,AMSM,ASM7
KLN,KELLAN GROUP (THE) PLC,ORD 0.01P,GB00B03W5P29,SHRS,Industrials,Industrial Goods & Services,21/09/2005,United Kingdom,GBX,£2.29,AIM,,ASX1,AIMP
KLR,KELLER GROUP PLC,ORD 10P,GB0004866223,SHRS,Industrials,Construction & Materials,27/11/2006,United Kingdom,GBX,£718.18,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
KEM,KEMIN RESOURCES PLC,ORD 1P,GB00B8T2QJ39,SHRS,Basic Materials,Basic Resources,01/03/2013,United Kingdom,GBX,£3.41,AIM,,ASX1,AIMP
KMR,KENMARE RESOURCES PLC,ORD EUR0.001,IE00BDC5DG00,SHRS,Basic Materials,Basic Resources,26/07/2016,Ireland,GBX,£310.17,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC7
KENV,KENNEDY VENTURES PLC,ORD 1P,GB00B830HW33,SHRS,Industrials,Industrial Goods & Services,09/11/2012,United Kingdom,GBX,£10.38,AIM,,ASQ1,AMQ1
KRS,KERAS RESOURCES PLC,ORD 0.1P,GB00B649J414,SHRS,Basic Materials,Basic Resources,18/07/2011,United Kingdom,GBX,£7.92,AIM,,ASQ1,AMQ1
KYGA,KERRY GROUP PLC,'A'ORD EUR0.125,IE0004906560,SHRS,Consumer Goods,Food & Beverage,08/07/2005,Ireland,EUR,"£13,250.09",MAIN MARKET,Premium Equity Commercial Companies,SET3,ON5
70HF,KEYSTONE INVESTMENT TRUST PLC,5% CUM PRF #1,GB0004912282,SHRS,Financials,Financial Services,28/06/2002,United Kingdom,GBX,£0.22,MAIN MARKET,Standard Shares,SSX4,SXSN
KIT,KEYSTONE INVESTMENT TRUST PLC,ORD 50P,GB0004912068,SHRS,Financials,Financial Services,08/07/2005,United Kingdom,GBX,£242.66,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
KEYS,KEYSTONE LAW GROUP PLC,ORD 0.2P,GB00BZ020557,SHRS,Industrials,Industrial Goods & Services,27/11/2017,United Kingdom,GBX,£76.31,AIM,,ASQ1,AMQ1
KWS,KEYWORDS STUDIOS PLC,ORD 1P,GB00BBQ38507,SHRS,Industrials,Industrial Goods & Services,12/07/2013,United Kingdom,GBX,£918.21,AIM,,AMSM,AS50
KIBO,KIBO MINING PLC,ORD EUR0.015,IE00B97C0C31,SHRS,Basic Materials,Basic Resources,25/03/2013,Ireland,GBX,£21.54,AIM,,ASQ1,AMQ1
KIE,KIER GROUP PLC,ORD 1P,GB0004915632,SHRS,Industrials,Construction & Materials,19/12/2005,United Kingdom,GBX,"£1,026.25",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
KBE,KIMBERLY ENTERPRISES N.V.,ORD EUR0.01,NL0000051043,SHRS,Financials,Real Estate,21/03/2007,Netherlands,GBX,£0.07,AIM,,ASX1,AIMP
KGF,KINGFISHER PLC,ORD 15 5/7P,GB0033195214,SHRS,Consumer Services,Retail,28/08/2001,United Kingdom,GBX,"£7,497.86",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
KIN,KIN GROUP PLC,ORD 0.5P,GB00BZ7M6059,SHRS,Consumer Goods,Personal & Household Goods,15/11/2017,United Kingdom,GBX,£93.57,AIM,,ASQ1,AMQ1
KAY,KINGS ARMS YARD VCT PLC,ORD 1P,GB0007174294,SHRS,Financials,Financial Services,03/08/2004,United Kingdom,GBX,£61.63,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
KGP,KINGSPAN GROUP PLC,ORD EUR0.13,IE0004927939,SHRS,Industrials,Construction & Materials,08/07/2005,Ireland,EUR,"£5,856.49",MAIN MARKET,Premium Equity Commercial Companies,SET3,ON5
KOD,KODAL MINERALS PLC,ORD 0.03125P,GB00BH3X7Y70,SHRS,Basic Materials,Basic Resources,30/12/2013,United Kingdom,GBX,£12.56,AIM,,ASQ1,AMQ1
KNM,KONAMI HOLDINGS CORPORATION,JPY50,JP3300200007,SHRS,Consumer Goods,Personal & Household Goods,27/09/2004,Japan,JPY,"£5,406.91",MAIN MARKET,Standard Shares,SSX4,SXSN
KOOV,KOOVS PLC,ORD 1P,GB00BHB22S55,SHRS,Consumer Services,Retail,10/03/2014,United Kingdom,GBX,£20.61,AIM,,ASQ1,AMQ1
KOS,KOSMOS ENERGY LTD,COM SHS USD0.01 (DI),BMG5315B1072,SHRS,Oil & Gas,Oil & Gas,21/08/2017,Bermuda,GBX,"£1,970.14",MAIN MARKET,Standard Shares,SSMU,SMEV
KMK,KROMEK GROUP PLC,ORD 1P,GB00BD7V5D43,SHRS,Health Care,Healthcare,16/10/2013,United Kingdom,GBX,£65.75,AIM,,ASQ1,AMQ1
KSK,KSK POWER VENTUR PLC,ORD 0.1P,IM00B1G29327,SHRS,Utilities,Utilities,01/11/2006,Isle of Man,GBX,£71.00,MAIN MARKET,Standard Shares,SSMU,SMEW
KUBC,KUBERA CROSS-BORDER FUND LIMITED,ORD USD0.01,KYG522771032,SHRS,Financials,Financial Services,27/12/2006,Cayman Islands,USD,£21.84,AIM,,ASX1,AIMP
LCL,LADBROKES CORAL GROUP PLC,ORD 28 1/3P,GB00B0ZSH635,SHRS,Consumer Services,Travel & Leisure,19/06/2006,United Kingdom,GBX,"£3,257.71",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
LRD,LAIRD PLC,ORD 28.125P,GB00B1VNST91,SHRS,Technology,Technology,11/06/2007,United Kingdom,GBX,£611.63,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
LAKE,LAKEHOUSE PLC,ORD 10P,GB00BSKS1M86,SHRS,Industrials,Industrial Goods & Services,23/03/2015,United Kingdom,GBX,£62.22,AIM,,ASQ1,AMQ1
LAM,LAMPRELL PLC,ORD 5P,GB00B1CL5249,SHRS,Oil & Gas,Oil & Gas,11/10/2006,Isle of Man,GBX,£273.71,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
LRE,LANCASHIRE HOLDINGS LIMITED,COM SHS USD0.50,BMG5361W1047,SHRS,Financials,Insurance,13/12/2005,Bermuda,GBX,"£1,324.83",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
LND,LANDORE RESOURCES LIMITED,ORD NPV,GB00B06VJ325,SHRS,Basic Materials,Basic Resources,06/04/2005,Guernsey,GBX,£17.55,AIM,,ASX1,AIMP
